time_matrix;configurations;answer;answer_time
[[13, 20, 9], [10, 7, 12], [5, 11, 9]];[[1, 3, 3], [3, 2, 1], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 2, 2], [1, 1, 3], [2, 1, 3], [1, 2, 3], [2, 2, 2]];[[1, 3, 3], [1, 1, 3], [1, 2, 3], [1, 2, 2], [2, 2, 2], [2, 1, 3], [2, 1, 1], [3, 1, 1], [3, 3, 1], [3, 2, 1]];134
[[13, 20, 9], [10, 7, 12], [5, 11, 9]];[[1, 3, 3], [3, 2, 1], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 2, 2], [1, 1, 3], [2, 1, 3], [1, 2, 3], [2, 2, 2]];[[3, 2, 1], [3, 3, 1], [3, 1, 1], [2, 1, 1], [2, 1, 3], [2, 2, 2], [1, 2, 2], [1, 2, 3], [1, 3, 3], [1, 1, 3]];134
[[13, 20, 9], [10, 7, 12], [5, 11, 9]];[[1, 3, 3], [3, 2, 1], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 2, 2], [1, 1, 3], [2, 1, 3], [1, 2, 3], [2, 2, 2]];[[3, 2, 1], [3, 3, 1], [3, 1, 1], [2, 1, 1], [2, 1, 3], [2, 2, 2], [1, 2, 2], [1, 2, 3], [1, 1, 3], [1, 3, 3]];134
[[13, 20, 9], [10, 7, 12], [5, 11, 9]];[[1, 3, 3], [3, 2, 1], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 2, 2], [1, 1, 3], [2, 1, 3], [1, 2, 3], [2, 2, 2]];[[3, 3, 1], [3, 2, 1], [3, 1, 1], [2, 1, 1], [2, 1, 3], [2, 2, 2], [1, 2, 2], [1, 2, 3], [1, 3, 3], [1, 1, 3]];134
[[13, 20, 9], [10, 7, 12], [5, 11, 9]];[[1, 3, 3], [3, 2, 1], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 2, 2], [1, 1, 3], [2, 1, 3], [1, 2, 3], [2, 2, 2]];[[3, 3, 1], [3, 2, 1], [3, 1, 1], [2, 1, 1], [2, 1, 3], [2, 2, 2], [1, 2, 2], [1, 2, 3], [1, 1, 3], [1, 3, 3]];134
[[20, 14, 15], [6, 10, 7], [7, 12, 8]];[[1, 1, 1], [2, 1, 3], [2, 3, 1], [1, 3, 2], [2, 1, 1], [3, 2, 2], [2, 3, 3], [2, 2, 1], [1, 2, 3], [3, 2, 1]];[[1, 1, 1], [1, 2, 3], [1, 3, 2], [3, 2, 2], [3, 2, 1], [2, 2, 1], [2, 1, 1], [2, 3, 1], [2, 3, 3], [2, 1, 3]];143
[[20, 14, 15], [6, 10, 7], [7, 12, 8]];[[1, 1, 1], [2, 1, 3], [2, 3, 1], [1, 3, 2], [2, 1, 1], [3, 2, 2], [2, 3, 3], [2, 2, 1], [1, 2, 3], [3, 2, 1]];[[2, 1, 3], [2, 3, 3], [2, 3, 1], [2, 1, 1], [2, 2, 1], [3, 2, 1], [3, 2, 2], [1, 3, 2], [1, 1, 1], [1, 2, 3]];143
[[20, 14, 15], [6, 10, 7], [7, 12, 8]];[[1, 1, 1], [2, 1, 3], [2, 3, 1], [1, 3, 2], [2, 1, 1], [3, 2, 2], [2, 3, 3], [2, 2, 1], [1, 2, 3], [3, 2, 1]];[[2, 1, 3], [2, 3, 3], [2, 3, 1], [2, 1, 1], [2, 2, 1], [3, 2, 1], [3, 2, 2], [1, 3, 2], [1, 2, 3], [1, 1, 1]];143
[[20, 14, 15], [6, 10, 7], [7, 12, 8]];[[1, 1, 1], [2, 1, 3], [2, 3, 1], [1, 3, 2], [2, 1, 1], [3, 2, 2], [2, 3, 3], [2, 2, 1], [1, 2, 3], [3, 2, 1]];[[1, 3, 2], [1, 2, 3], [1, 1, 1], [2, 1, 1], [2, 1, 3], [2, 3, 3], [2, 3, 1], [2, 2, 1], [3, 2, 1], [3, 2, 2]];143
[[18, 18, 17], [19, 14, 19], [13, 12, 10]];[[3, 1, 1], [1, 3, 1], [2, 3, 2], [1, 1, 2], [2, 2, 1], [3, 2, 1], [3, 1, 2], [3, 2, 3], [2, 1, 1], [1, 2, 2]];[[2, 3, 2], [1, 3, 1], [1, 2, 2], [1, 1, 2], [3, 1, 2], [3, 1, 1], [2, 1, 1], [2, 2, 1], [3, 2, 1], [3, 2, 3]];214
[[7, 20, 15], [18, 7, 7], [14, 14, 18]];[[1, 1, 1], [2, 1, 3], [2, 2, 2], [1, 3, 1], [1, 2, 3], [1, 1, 2], [3, 1, 1], [3, 2, 1], [3, 3, 2], [3, 1, 2]];[[1, 3, 1], [3, 2, 1], [3, 1, 1], [1, 1, 1], [1, 1, 2], [3, 1, 2], [3, 3, 2], [2, 2, 2], [2, 1, 3], [1, 2, 3]];188
[[7, 20, 15], [18, 7, 7], [14, 14, 18]];[[1, 1, 1], [2, 1, 3], [2, 2, 2], [1, 3, 1], [1, 2, 3], [1, 1, 2], [3, 1, 1], [3, 2, 1], [3, 3, 2], [3, 1, 2]];[[1, 2, 3], [2, 1, 3], [2, 2, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 1, 1], [3, 1, 1], [3, 2, 1], [1, 3, 1]];188
[[11, 9, 13], [8, 5, 17], [7, 7, 13]];[[3, 2, 3], [1, 3, 1], [3, 1, 1], [2, 2, 3], [2, 3, 3], [3, 2, 2], [1, 2, 1], [3, 1, 2], [2, 3, 2], [1, 1, 3]];[[3, 1, 1], [3, 1, 2], [3, 2, 2], [3, 2, 3], [2, 2, 3], [2, 3, 3], [2, 3, 2], [1, 3, 1], [1, 2, 1], [1, 1, 3]];130
[[8, 5, 9], [11, 7, 13], [13, 16, 13]];[[2, 2, 1], [2, 2, 3], [3, 2, 1], [3, 3, 3], [1, 2, 3], [3, 2, 2], [1, 3, 3], [2, 1, 1], [1, 1, 3], [3, 3, 2]];[[2, 2, 3], [1, 2, 3], [1, 1, 3], [1, 3, 3], [3, 3, 3], [3, 3, 2], [3, 2, 2], [3, 2, 1], [2, 2, 1], [2, 1, 1]];118
[[15, 7, 15], [15, 6, 11], [5, 11, 17]];[[3, 1, 1], [2, 2, 1], [3, 3, 2], [2, 3, 2], [1, 1, 3], [2, 1, 3], [1, 2, 3], [2, 1, 2], [1, 3, 1], [2, 1, 1]];[[2, 2, 1], [2, 1, 1], [3, 1, 1], [3, 3, 2], [2, 3, 2], [2, 1, 2], [2, 1, 3], [1, 1, 3], [1, 2, 3], [1, 3, 1]];146
[[17, 11, 19], [19, 9, 16], [19, 17, 17]];[[3, 2, 2], [3, 1, 2], [3, 1, 3], [1, 2, 1], [2, 2, 2], [1, 1, 3], [1, 1, 1], [2, 2, 1], [3, 2, 1], [3, 3, 1]];[[2, 2, 2], [3, 2, 2], [3, 1, 2], [3, 1, 3], [1, 1, 3], [1, 1, 1], [1, 2, 1], [2, 2, 1], [3, 2, 1], [3, 3, 1]];183
[[11, 8, 14], [6, 15, 6], [15, 12, 14]];[[3, 1, 3], [1, 3, 2], [2, 1, 3], [1, 2, 1], [2, 3, 3], [1, 2, 3], [3, 2, 2], [2, 2, 3], [3, 3, 3], [2, 1, 2]];[[3, 1, 3], [3, 3, 3], [2, 3, 3], [2, 1, 3], [2, 2, 3], [1, 2, 3], [1, 2, 1], [3, 2, 2], [1, 3, 2], [2, 1, 2]];152
[[11, 8, 14], [6, 15, 6], [15, 12, 14]];[[3, 1, 3], [1, 3, 2], [2, 1, 3], [1, 2, 1], [2, 3, 3], [1, 2, 3], [3, 2, 2], [2, 2, 3], [3, 3, 3], [2, 1, 2]];[[3, 1, 3], [3, 3, 3], [2, 3, 3], [2, 1, 3], [2, 2, 3], [1, 2, 3], [1, 2, 1], [3, 2, 2], [2, 1, 2], [1, 3, 2]];152
[[11, 8, 14], [6, 15, 6], [15, 12, 14]];[[3, 1, 3], [1, 3, 2], [2, 1, 3], [1, 2, 1], [2, 3, 3], [1, 2, 3], [3, 2, 2], [2, 2, 3], [3, 3, 3], [2, 1, 2]];[[1, 3, 2], [3, 2, 2], [1, 2, 1], [1, 2, 3], [2, 2, 3], [2, 3, 3], [3, 3, 3], [3, 1, 3], [2, 1, 3], [2, 1, 2]];152
[[11, 8, 14], [6, 15, 6], [15, 12, 14]];[[3, 1, 3], [1, 3, 2], [2, 1, 3], [1, 2, 1], [2, 3, 3], [1, 2, 3], [3, 2, 2], [2, 2, 3], [3, 3, 3], [2, 1, 2]];[[1, 3, 2], [2, 1, 2], [2, 1, 3], [3, 1, 3], [3, 3, 3], [2, 3, 3], [2, 2, 3], [1, 2, 3], [1, 2, 1], [3, 2, 2]];152
[[11, 8, 14], [6, 15, 6], [15, 12, 14]];[[3, 1, 3], [1, 3, 2], [2, 1, 3], [1, 2, 1], [2, 3, 3], [1, 2, 3], [3, 2, 2], [2, 2, 3], [3, 3, 3], [2, 1, 2]];[[1, 3, 2], [2, 1, 2], [3, 2, 2], [1, 2, 1], [1, 2, 3], [2, 2, 3], [2, 1, 3], [2, 3, 3], [3, 3, 3], [3, 1, 3]];152
[[11, 8, 14], [6, 15, 6], [15, 12, 14]];[[3, 1, 3], [1, 3, 2], [2, 1, 3], [1, 2, 1], [2, 3, 3], [1, 2, 3], [3, 2, 2], [2, 2, 3], [3, 3, 3], [2, 1, 2]];[[1, 3, 2], [2, 1, 2], [3, 2, 2], [1, 2, 1], [1, 2, 3], [2, 2, 3], [2, 3, 3], [2, 1, 3], [3, 1, 3], [3, 3, 3]];152
[[11, 8, 12], [10, 14, 11], [9, 11, 16]];[[3, 2, 2], [3, 3, 3], [3, 1, 3], [2, 1, 3], [2, 1, 1], [3, 3, 1], [3, 1, 2], [2, 2, 2], [1, 2, 2], [1, 3, 2]];[[2, 1, 1], [2, 1, 3], [3, 1, 3], [3, 3, 3], [3, 3, 1], [3, 1, 2], [3, 2, 2], [2, 2, 2], [1, 2, 2], [1, 3, 2]];140
[[12, 5, 13], [16, 20, 13], [5, 20, 10]];[[1, 3, 2], [3, 2, 3], [3, 1, 2], [3, 3, 2], [1, 1, 1], [1, 3, 3], [2, 1, 2], [3, 3, 1], [3, 1, 1], [1, 3, 1]];[[3, 2, 3], [3, 3, 1], [3, 3, 2], [1, 3, 2], [1, 3, 3], [1, 3, 1], [1, 1, 1], [3, 1, 1], [3, 1, 2], [2, 1, 2]];162
[[6, 14, 16], [10, 10, 20], [18, 12, 18]];[[3, 2, 3], [2, 3, 2], [1, 2, 3], [1, 1, 1], [2, 2, 2], [3, 3, 3], [2, 3, 3], [3, 1, 2], [2, 3, 1], [3, 1, 3]];[[1, 2, 3], [3, 2, 3], [3, 1, 3], [3, 3, 3], [2, 3, 3], [2, 3, 1], [2, 3, 2], [2, 2, 2], [3, 1, 2], [1, 1, 1]];184
[[6, 14, 16], [10, 10, 20], [18, 12, 18]];[[3, 2, 3], [2, 3, 2], [1, 2, 3], [1, 1, 1], [2, 2, 2], [3, 3, 3], [2, 3, 3], [3, 1, 2], [2, 3, 1], [3, 1, 3]];[[1, 1, 1], [3, 1, 2], [2, 2, 2], [2, 3, 2], [2, 3, 1], [2, 3, 3], [3, 3, 3], [3, 1, 3], [3, 2, 3], [1, 2, 3]];184
[[14, 9, 19], [16, 15, 18], [15, 8, 15]];[[3, 3, 3], [2, 1, 2], [1, 3, 3], [2, 1, 1], [1, 1, 2], [1, 1, 3], [1, 2, 2], [3, 1, 3], [1, 1, 1], [1, 3, 1]];[[2, 1, 2], [2, 1, 1], [1, 1, 1], [1, 3, 1], [1, 3, 3], [3, 3, 3], [3, 1, 3], [1, 1, 3], [1, 1, 2], [1, 2, 2]];167
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 3, 3], [3, 3, 1], [3, 3, 2], [3, 3, 3], [3, 2, 3], [1, 2, 3], [1, 2, 1], [2, 2, 2], [2, 1, 2], [2, 1, 1]];144
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 3, 3], [3, 3, 3], [3, 3, 1], [3, 3, 2], [3, 2, 3], [1, 2, 3], [1, 2, 1], [2, 2, 2], [2, 1, 2], [2, 1, 1]];144
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 3, 3], [3, 3, 3], [3, 3, 2], [3, 3, 1], [3, 2, 3], [1, 2, 3], [1, 2, 1], [2, 2, 2], [2, 1, 2], [2, 1, 1]];144
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 3, 3], [3, 3, 2], [3, 3, 1], [3, 3, 3], [3, 2, 3], [1, 2, 3], [1, 2, 1], [2, 2, 2], [2, 1, 2], [2, 1, 1]];144
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 1, 1], [2, 1, 2], [2, 2, 2], [1, 2, 1], [1, 2, 3], [3, 2, 3], [3, 3, 1], [3, 3, 2], [3, 3, 3], [2, 3, 3]];144
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 1, 1], [2, 1, 2], [2, 2, 2], [1, 2, 1], [1, 2, 3], [3, 2, 3], [3, 3, 3], [3, 3, 1], [3, 3, 2], [2, 3, 3]];144
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 1, 1], [2, 1, 2], [2, 2, 2], [1, 2, 1], [1, 2, 3], [3, 2, 3], [3, 3, 3], [3, 3, 2], [3, 3, 1], [2, 3, 3]];144
[[14, 8, 15], [5, 15, 13], [8, 16, 5]];[[2, 2, 2], [3, 3, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1], [3, 3, 3], [1, 2, 1], [1, 2, 3], [3, 3, 2], [2, 1, 2]];[[2, 1, 1], [2, 1, 2], [2, 2, 2], [1, 2, 1], [1, 2, 3], [3, 2, 3], [3, 3, 2], [3, 3, 1], [3, 3, 3], [2, 3, 3]];144
[[20, 17, 17], [10, 16, 11], [10, 16, 20]];[[2, 3, 1], [3, 2, 2], [3, 3, 1], [1, 2, 2], [1, 1, 3], [3, 1, 1], [2, 1, 3], [3, 3, 2], [3, 3, 3], [1, 2, 3]];[[2, 3, 1], [2, 1, 3], [1, 1, 3], [1, 2, 3], [1, 2, 2], [3, 2, 2], [3, 3, 2], [3, 3, 3], [3, 3, 1], [3, 1, 1]];188
[[7, 20, 5], [10, 7, 8], [16, 17, 10]];[[2, 1, 3], [3, 3, 3], [2, 1, 1], [3, 1, 3], [2, 1, 2], [1, 1, 3], [2, 3, 3], [3, 2, 1], [3, 2, 2], [1, 2, 1]];[[3, 1, 3], [1, 1, 3], [3, 3, 3], [2, 3, 3], [2, 1, 3], [2, 1, 1], [2, 1, 2], [3, 2, 2], [3, 2, 1], [1, 2, 1]];143
[[18, 16, 18], [19, 13, 11], [7, 15, 17]];[[2, 3, 2], [3, 2, 2], [2, 1, 3], [3, 1, 1], [3, 1, 3], [3, 3, 3], [2, 3, 3], [1, 1, 2], [2, 3, 1], [2, 2, 3]];[[2, 3, 2], [2, 3, 1], [2, 3, 3], [2, 2, 3], [2, 1, 3], [1, 1, 2], [3, 1, 1], [3, 1, 3], [3, 3, 3], [3, 2, 2]];212
[[18, 16, 18], [19, 13, 11], [7, 15, 17]];[[2, 3, 2], [3, 2, 2], [2, 1, 3], [3, 1, 1], [3, 1, 3], [3, 3, 3], [2, 3, 3], [1, 1, 2], [2, 3, 1], [2, 2, 3]];[[3, 2, 2], [3, 3, 3], [3, 1, 3], [3, 1, 1], [1, 1, 2], [2, 1, 3], [2, 2, 3], [2, 3, 3], [2, 3, 2], [2, 3, 1]];212
[[18, 16, 18], [19, 13, 11], [7, 15, 17]];[[2, 3, 2], [3, 2, 2], [2, 1, 3], [3, 1, 1], [3, 1, 3], [3, 3, 3], [2, 3, 3], [1, 1, 2], [2, 3, 1], [2, 2, 3]];[[3, 2, 2], [3, 3, 3], [3, 1, 3], [3, 1, 1], [1, 1, 2], [2, 1, 3], [2, 2, 3], [2, 3, 3], [2, 3, 1], [2, 3, 2]];212
[[7, 8, 9], [12, 18, 13], [10, 10, 5]];[[2, 2, 3], [3, 1, 3], [2, 1, 2], [1, 1, 2], [2, 3, 2], [2, 2, 1], [3, 2, 2], [3, 3, 1], [2, 2, 2], [3, 3, 3]];[[2, 2, 3], [2, 2, 1], [2, 2, 2], [3, 2, 2], [1, 1, 2], [2, 1, 2], [2, 3, 2], [3, 3, 1], [3, 3, 3], [3, 1, 3]];136
[[7, 8, 9], [12, 18, 13], [10, 10, 5]];[[2, 2, 3], [3, 1, 3], [2, 1, 2], [1, 1, 2], [2, 3, 2], [2, 2, 1], [3, 2, 2], [3, 3, 1], [2, 2, 2], [3, 3, 3]];[[3, 1, 3], [3, 3, 3], [3, 3, 1], [2, 3, 2], [2, 1, 2], [1, 1, 2], [3, 2, 2], [2, 2, 2], [2, 2, 3], [2, 2, 1]];136
[[7, 8, 9], [12, 18, 13], [10, 10, 5]];[[2, 2, 3], [3, 1, 3], [2, 1, 2], [1, 1, 2], [2, 3, 2], [2, 2, 1], [3, 2, 2], [3, 3, 1], [2, 2, 2], [3, 3, 3]];[[3, 1, 3], [3, 3, 3], [3, 3, 1], [2, 3, 2], [2, 1, 2], [1, 1, 2], [3, 2, 2], [2, 2, 2], [2, 2, 1], [2, 2, 3]];136
[[14, 6, 14], [9, 16, 18], [17, 14, 13]];[[1, 3, 3], [3, 2, 3], [2, 2, 1], [1, 3, 2], [3, 1, 1], [1, 2, 2], [1, 1, 3], [2, 3, 2], [2, 2, 3], [3, 3, 1]];[[3, 2, 3], [2, 2, 3], [2, 2, 1], [3, 1, 1], [3, 3, 1], [2, 3, 2], [1, 3, 2], [1, 3, 3], [1, 1, 3], [1, 2, 2]];193
[[13, 6, 5], [19, 6, 19], [8, 18, 18]];[[1, 1, 3], [2, 3, 1], [1, 2, 2], [2, 3, 2], [3, 3, 1], [3, 1, 3], [2, 1, 2], [2, 1, 3], [3, 2, 2], [3, 1, 1]];[[3, 3, 1], [2, 3, 1], [2, 3, 2], [1, 2, 2], [3, 2, 2], [2, 1, 2], [2, 1, 3], [1, 1, 3], [3, 1, 3], [3, 1, 1]];149
[[13, 6, 5], [19, 6, 19], [8, 18, 18]];[[1, 1, 3], [2, 3, 1], [1, 2, 2], [2, 3, 2], [3, 3, 1], [3, 1, 3], [2, 1, 2], [2, 1, 3], [3, 2, 2], [3, 1, 1]];[[3, 3, 1], [2, 3, 1], [2, 3, 2], [3, 2, 2], [1, 2, 2], [2, 1, 2], [2, 1, 3], [1, 1, 3], [3, 1, 3], [3, 1, 1]];149
[[6, 13, 9], [6, 14, 5], [16, 12, 14]];[[3, 2, 3], [2, 2, 2], [3, 2, 2], [1, 2, 1], [3, 3, 1], [3, 1, 2], [3, 3, 3], [1, 2, 3], [3, 1, 3], [2, 1, 3]];[[3, 3, 1], [1, 2, 1], [1, 2, 3], [3, 2, 3], [3, 3, 3], [3, 1, 3], [2, 1, 3], [2, 2, 2], [3, 2, 2], [3, 1, 2]];138
[[12, 17, 13], [16, 19, 14], [11, 5, 19]];[[2, 2, 3], [2, 3, 1], [1, 2, 3], [1, 1, 3], [2, 1, 3], [1, 3, 1], [3, 2, 1], [2, 1, 2], [2, 3, 3], [3, 3, 3]];[[2, 3, 1], [1, 3, 1], [3, 2, 1], [3, 3, 3], [2, 3, 3], [2, 2, 3], [1, 2, 3], [1, 1, 3], [2, 1, 3], [2, 1, 2]];205
[[18, 16, 6], [14, 13, 7], [5, 9, 10]];[[3, 3, 1], [1, 2, 3], [2, 3, 2], [2, 3, 1], [1, 3, 1], [2, 3, 3], [1, 1, 3], [2, 1, 2], [1, 3, 3], [2, 2, 1]];[[3, 3, 1], [1, 3, 1], [1, 3, 3], [1, 2, 3], [1, 1, 3], [2, 1, 2], [2, 3, 2], [2, 3, 3], [2, 3, 1], [2, 2, 1]];133
[[15, 12, 17], [20, 10, 13], [10, 7, 12]];[[3, 2, 2], [1, 3, 3], [2, 1, 2], [2, 1, 1], [1, 1, 2], [1, 1, 1], [2, 3, 2], [2, 1, 3], [3, 1, 3], [1, 3, 2]];[[3, 2, 2], [3, 1, 3], [2, 1, 3], [2, 1, 2], [2, 1, 1], [1, 1, 1], [1, 1, 2], [1, 3, 3], [1, 3, 2], [2, 3, 2]];161
[[15, 12, 17], [20, 10, 13], [10, 7, 12]];[[3, 2, 2], [1, 3, 3], [2, 1, 2], [2, 1, 1], [1, 1, 2], [1, 1, 1], [2, 3, 2], [2, 1, 3], [3, 1, 3], [1, 3, 2]];[[3, 2, 2], [3, 1, 3], [2, 1, 3], [2, 1, 2], [2, 1, 1], [1, 1, 1], [1, 1, 2], [1, 3, 2], [1, 3, 3], [2, 3, 2]];161
[[12, 20, 10], [12, 9, 19], [5, 14, 10]];[[2, 3, 2], [2, 2, 1], [3, 3, 1], [2, 1, 2], [2, 1, 1], [2, 2, 3], [3, 2, 1], [3, 1, 1], [1, 2, 2], [1, 2, 3]];[[3, 3, 1], [2, 3, 2], [2, 1, 2], [2, 1, 1], [2, 2, 1], [2, 2, 3], [1, 2, 3], [1, 2, 2], [3, 2, 1], [3, 1, 1]];157
[[12, 10, 7], [12, 18, 20], [8, 8, 15]];[[2, 2, 1], [1, 3, 3], [1, 2, 2], [2, 3, 3], [3, 2, 1], [3, 1, 1], [3, 3, 2], [2, 3, 1], [3, 2, 2], [1, 3, 2]];[[1, 2, 2], [3, 2, 2], [3, 2, 1], [2, 2, 1], [2, 3, 1], [2, 3, 3], [1, 3, 3], [1, 3, 2], [3, 3, 2], [3, 1, 1]];145
[[14, 19, 16], [17, 11, 10], [14, 17, 9]];[[2, 3, 1], [1, 3, 3], [1, 1, 1], [3, 3, 3], [1, 1, 3], [2, 2, 3], [3, 2, 2], [3, 1, 3], [3, 3, 2], [1, 3, 2]];[[2, 3, 1], [2, 2, 3], [3, 2, 2], [3, 3, 2], [1, 3, 2], [1, 3, 3], [3, 3, 3], [3, 1, 3], [1, 1, 3], [1, 1, 1]];190
[[14, 19, 16], [17, 11, 10], [14, 17, 9]];[[2, 3, 1], [1, 3, 3], [1, 1, 1], [3, 3, 3], [1, 1, 3], [2, 2, 3], [3, 2, 2], [3, 1, 3], [3, 3, 2], [1, 3, 2]];[[1, 3, 3], [1, 3, 2], [3, 2, 2], [3, 3, 2], [3, 3, 3], [3, 1, 3], [1, 1, 3], [1, 1, 1], [2, 3, 1], [2, 2, 3]];190
[[14, 19, 16], [17, 11, 10], [14, 17, 9]];[[2, 3, 1], [1, 3, 3], [1, 1, 1], [3, 3, 3], [1, 1, 3], [2, 2, 3], [3, 2, 2], [3, 1, 3], [3, 3, 2], [1, 3, 2]];[[1, 3, 3], [1, 3, 2], [3, 3, 2], [3, 2, 2], [3, 3, 3], [3, 1, 3], [1, 1, 3], [1, 1, 1], [2, 3, 1], [2, 2, 3]];190
[[14, 19, 16], [17, 11, 10], [14, 17, 9]];[[2, 3, 1], [1, 3, 3], [1, 1, 1], [3, 3, 3], [1, 1, 3], [2, 2, 3], [3, 2, 2], [3, 1, 3], [3, 3, 2], [1, 3, 2]];[[1, 1, 1], [1, 1, 3], [3, 1, 3], [3, 3, 3], [1, 3, 3], [1, 3, 2], [3, 3, 2], [3, 2, 2], [2, 2, 3], [2, 3, 1]];190
[[12, 10, 11], [7, 16, 10], [13, 12, 10]];[[3, 1, 2], [1, 3, 2], [2, 3, 3], [2, 1, 2], [3, 1, 3], [1, 2, 1], [2, 1, 3], [2, 2, 3], [2, 3, 1], [2, 3, 2]];[[1, 3, 2], [2, 3, 2], [2, 1, 2], [3, 1, 2], [3, 1, 3], [2, 1, 3], [2, 2, 3], [2, 3, 3], [2, 3, 1], [1, 2, 1]];149
[[11, 8, 14], [17, 11, 19], [18, 9, 13]];[[2, 3, 1], [2, 1, 1], [2, 2, 2], [2, 2, 1], [3, 2, 3], [3, 3, 1], [1, 2, 1], [1, 1, 2], [1, 3, 3], [3, 1, 1]];[[2, 2, 2], [3, 2, 3], [1, 3, 3], [2, 3, 1], [3, 3, 1], [3, 1, 1], [2, 1, 1], [2, 2, 1], [1, 2, 1], [1, 1, 2]];198
[[17, 19, 20], [20, 7, 12], [14, 20, 16]];[[2, 3, 1], [2, 1, 1], [1, 1, 3], [3, 1, 1], [2, 2, 2], [3, 3, 1], [3, 2, 2], [3, 3, 2], [3, 2, 1], [3, 1, 3]];[[2, 3, 1], [2, 1, 1], [1, 1, 3], [3, 1, 3], [3, 1, 1], [3, 2, 1], [3, 3, 1], [3, 3, 2], [3, 2, 2], [2, 2, 2]];197
[[17, 19, 20], [20, 7, 12], [14, 20, 16]];[[2, 3, 1], [2, 1, 1], [1, 1, 3], [3, 1, 1], [2, 2, 2], [3, 3, 1], [3, 2, 2], [3, 3, 2], [3, 2, 1], [3, 1, 3]];[[2, 2, 2], [3, 2, 2], [3, 3, 2], [3, 3, 1], [3, 2, 1], [3, 1, 1], [3, 1, 3], [1, 1, 3], [2, 1, 1], [2, 3, 1]];197
[[10, 9, 17], [7, 6, 11], [10, 17, 10]];[[1, 2, 1], [3, 3, 1], [3, 3, 2], [2, 3, 2], [1, 3, 2], [1, 3, 3], [3, 1, 3], [2, 3, 1], [2, 2, 2], [3, 1, 2]];[[1, 2, 1], [2, 3, 1], [3, 3, 1], [3, 3, 2], [3, 1, 2], [3, 1, 3], [1, 3, 3], [1, 3, 2], [2, 3, 2], [2, 2, 2]];150
[[14, 11, 17], [13, 11, 9], [19, 5, 15]];[[1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 1, 1], [3, 2, 2], [2, 3, 3], [3, 3, 3], [2, 1, 2], [2, 3, 1], [2, 3, 2]];[[1, 1, 2], [1, 1, 3], [1, 3, 1], [2, 3, 1], [2, 1, 1], [2, 1, 2], [2, 3, 2], [2, 3, 3], [3, 3, 3], [3, 2, 2]];161
[[14, 11, 17], [13, 11, 9], [19, 5, 15]];[[1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 1, 1], [3, 2, 2], [2, 3, 3], [3, 3, 3], [2, 1, 2], [2, 3, 1], [2, 3, 2]];[[1, 1, 3], [1, 1, 2], [1, 3, 1], [2, 3, 1], [2, 1, 1], [2, 1, 2], [2, 3, 2], [2, 3, 3], [3, 3, 3], [3, 2, 2]];161
[[14, 11, 17], [13, 11, 9], [19, 5, 15]];[[1, 1, 2], [1, 3, 1], [1, 1, 3], [2, 1, 1], [3, 2, 2], [2, 3, 3], [3, 3, 3], [2, 1, 2], [2, 3, 1], [2, 3, 2]];[[3, 2, 2], [3, 3, 3], [2, 3, 3], [2, 3, 2], [2, 1, 2], [2, 1, 1], [2, 3, 1], [1, 3, 1], [1, 1, 2], [1, 1, 3]];161
